_id,FACILITY_ID,FACILITY_NAME,FA_ADDRESS_GIVEN,FA_POSTAL_CODE,FA_LAT,FA_LON,NAICS_CODE_6,NAICS_CODE_6_DESC_ENG,EMPLOYEE_COUNT,WEB_SITE,PC_FULL_NAME,PHONE_NO,PC_JOB_TITLE,PC_PHONE_NO,PC_PHONE_NO_EXT,PC_FAX_NO,CHEMICAL_ID,CHEMICAL_NAME,USE_MANUFACTURED,USE_PROCESSED,USE_OTHER_USE,REL_AIR,REL_LAND,REL_WATER,REL_DISPOSAL,REL_RECYCLING
419,508,Portlands Energy Centre,470 Unwin Avenue,M4M 3B9,43.6475,-79.3299,221112,Fossil-Fuel Electric Power Generation,30,,Kevin Dick,416-462-8683,General Manager,416-462-8680,,416-462-1863,22,Polycyclic Aromatic Hydrocarbons (PAHs),31,0,0,0,0,0,0,0
420,511,Dextran Products Limited,421 Comstock Road,M1L 2H5,43.7232,-79.2773,325410,Pharmaceutical & Medicine Mfg.,20,,George Usher,416-755-2231,President,416-755-2231,,,23,Nitrogen Oxides (NOx),4353,0,0,4353,0,0,0,0
421,518,Gazzola Paving Limited,345 Attwell Drive,M9W 5C2,43.7042,-79.5991,324121,Asphalt Paving Mixture & Block Mfg.,8,,William Orpin,416-675-7007,Project Manager,416-675-7007,,416-675-4371,25,Volatile Organic Compounds (VOCs) Total,8283,0,3600,8283,0,0,0,0
422,519,Four Star Metal Finishing Ltd,1162 Barmac Drive,M9L 1X5,43.7668,-79.5543,332810,"Coating, Engraving & Heat Treating Activities",41,,Branko Lebar,416-745-1742,President,416-745-1742,,416-745-2800,8,"Chromium, Hexavalent and its compounds",0,220,0,0,0,0,0,0
423,519,Four Star Metal Finishing Ltd,1162 Barmac Drive,M9L 1X5,43.7668,-79.5543,332810,"Coating, Engraving & Heat Treating Activities",41,,Branko Lebar,416-745-1742,President,416-745-1742,,416-745-2800,23,Nitrogen Oxides (NOx),1232,0,0,1232,0,0,0,0
424,519,Four Star Metal Finishing Ltd,1162 Barmac Drive,M9L 1X5,43.7668,-79.5543,332810,"Coating, Engraving & Heat Treating Activities",41,,Branko Lebar,416-745-1742,President,416-745-1742,,416-745-2800,25,Volatile Organic Compounds (VOCs) Total,68,302,0,370,0,0,0,0
425,526,Hamilton Kent Inc,77 Carlingview Drive,M9W 5E6,43.6752,-79.5903,326290,Other Rubber Product Mfg.,90,,MANDEEP Gill,416-675-9873,HSE Coordinator,416-675-9873,,416-674-6960,25,Volatile Organic Compounds (VOCs) Total,0,224,0,224,0,0,0,0
426,532,Silgan Plastics Canada,1200 Ellesmere Road,M1P 2X4,43.7685,-79.2686,326160,Plastic Bottle Mfg.,85,,Mike Lane,416-293-8233,EHS Manager,416-293-8233,,416-293-8526,24,Particulate Matter 2.5 (PM2.5),209,0,0,209,0,0,0,0
427,25517,Millworks Custom Manufacturing 2001 Inc,25 Bertal Rd,M6M 4L7,43.6922,-79.4873,337127,Institutional Furniture Mfg.,250,,Pawel Kozlowski,416-760-0222,Division Head,416-760-0222,,,24,Particulate Matter 2.5 (PM2.5),1405,0,0,1405,0,0,0,0
428,25539,Mechanical Engineering Building,5 King's College Road,M5S 3G8,43.6601,-79.3944,611310,Universities,55,,Matthew White,416-453-8951,Enviro Compliance Safety Tech,647-237-2955,,,25,Volatile Organic Compounds (VOCs) Total,0,0,700,140,0,0,0,0
429,25562,Wholesome Harvest Bakery,271 Attwell Drive,M9W 5B9,43.6961,-79.5899,311814,Commercial Bakeries & Frozen Product Mfg.,92,,Sam Yehia,905-738-3080,Plant Manager,905-738-3080,,,25,Volatile Organic Compounds (VOCs) Total,18456,6171,0,18456,0,0,0,0
430,25575,KGA Custom Kitchens Limited,590 Steeprock Dr,M3J 2X1,43.7591,-79.4696,337110,Wood Kitchen Cabinet & Counter Top Mfg.,15,,Khang Le,416-630-6310,President,416-630-6310,,,25,Volatile Organic Compounds (VOCs) Total,0,0,1721,1721,0,0,0,0
431,25723,Autosonic Service Station Inc,1244 Dundas St W,M6J 1X5,43.6497,-79.4242,811121,"Automotive Body, Paint & Interior R&M",4,,Olga Horta,416-534-1141,Administrator,416-534-1141,,,24,Particulate Matter 2.5 (PM2.5),263,0,0,263,0,0,0,0
432,25723,Autosonic Service Station Inc,1244 Dundas St W,M6J 1X5,43.6497,-79.4242,811121,"Automotive Body, Paint & Interior R&M",4,,Olga Horta,416-534-1141,Administrator,416-534-1141,,,25,Volatile Organic Compounds (VOCs) Total,0,0,420,384,0,0,0,0
433,547,MSB Plastics Manufacturing Ltd Plant 2,10 Disco Rd,M9W 1L7,43.7023,-79.5906,326193,Motor Vehicle Plastic Parts Mfg.,233,,Raja Narayanan,416-675-2220,EHS Specialist,416-333-8807,,,24,Particulate Matter 2.5 (PM2.5),310,0,0,310,0,0,0,0
434,551,ORBIS Canada Ltd,39 Westmore Drive,M9V 3Y6,43.7411,-79.6038,326198,All Other Plastic Product Mfg.,126,,David Berg,416-745-6980,Maintenance Manager,416-745-7011,,,23,Nitrogen Oxides (NOx),261,0,0,261,0,0,0,0
435,565,Van Rob Inc North York,114 Clayson Road,M9M 2H2,43.7245,-79.5261,336390,Other Motor Vehicle Parts Mfg.,342,,Lucian Maduta,416-740-2656,Plant Manager,416-740-2656,,,16,Manganese and its compounds,0,9840,0,3,0,0,0,0
436,569,City Of Toronto Ashbridges Bay Wastewater Treatment Plant,9 Leslie Street,M4M 3M9,43.6563,-79.3261,221320,Sewage Treatment Facilities,174,,Mohsen Karizmeh,416-392-8335,Regulatory Compliance Analyst,437-245-5685,,,23,Nitrogen Oxides (NOx),30500,0,0,30500,0,0,0,0
437,569,City Of Toronto Ashbridges Bay Wastewater Treatment Plant,9 Leslie Street,M4M 3M9,43.6563,-79.3261,221320,Sewage Treatment Facilities,174,,Mohsen Karizmeh,416-392-8335,Regulatory Compliance Analyst,437-245-5685,,,18,Nickel and its compounds,0,1633,0,0,0,633,0,0
438,569,City Of Toronto Ashbridges Bay Wastewater Treatment Plant,9 Leslie Street,M4M 3M9,43.6563,-79.3261,221320,Sewage Treatment Facilities,174,,Mohsen Karizmeh,416-392-8335,Regulatory Compliance Analyst,437-245-5685,,,15,Lead and its compounds,0,1747,0,0,0,527,0,0
439,571,City Of Toronto Humber Wastewater Treatment Plant,130 The Queensway,M8Y 1H9,43.6311,-79.481,221320,Sewage Treatment Facilities,61,,Mohsen Karizmeh,416-392-8335,Regulatory Compliance Analyst,437-245-5685,,,18,Nickel and its compounds,0,1133,0,0,0,493,0,0
440,25828,Long Auto Collision Centre,260 Midwest Rd,M1P 3B4,43.7583,-79.2716,811121,"Automotive Body, Paint & Interior R&M",2,,Juan Zhou,647-860-2100,Owner,647-339-0127,,,25,Volatile Organic Compounds (VOCs) Total,0,0,165,165,0,0,0,0
441,25882,Ardaven Platers Inc,11 Carson Street,M8W 3R7,43.6001,-79.5331,332810,"Coating, Engraving & Heat Treating Activities",14,,Stephen Spray,416-252-2222,General Manager,416-252-2222,,,5,Cadmium and its compounds,0,1,0,0,0,0,0,0
442,25923,Club Coffee LP,101 Claireville Drive,M9W 6K9,43.7418,-79.6263,311920,Coffee & Tea Mfg.,79,,Wing Torres,416-675-6444,HS and Env Manager,416-675-1300,,416-675-7598,23,Nitrogen Oxides (NOx),241,0,0,241,0,0,0,0
443,25931,Ingram Asphalt Inc.,103 Ingram Dr.,M6M 2L7,43.7019,-79.4681,324121,Asphalt Paving Mixture & Block Mfg.,5,,Nayan Patel,905-789-0111,Asphalt Plant Manager,437-984-6091,,,24,Particulate Matter 2.5 (PM2.5),447,0,0,447,0,0,0,0
444,25932,Quantum Lifecycle Partners LP,710 Ormont Dr,M9L 2V4,43.7654,-79.5486,562920,Material Recovery Facilities,80,,Susan Murray,416-738-2898,Director QEHS and Lifecycle Ser,437-326-5328,,,25,Volatile Organic Compounds (VOCs) Total,0,0,25,0,0,0,0,0
445,579,Fermar Asphalt Limited,1921 Albion Road,M9W 5S8,43.7466,-79.6202,324121,Asphalt Paving Mixture & Block Mfg.,3,,Kevin Martin,416-675-3550,Project Manager,416-675-3550,,,23,Nitrogen Oxides (NOx),3319,0,0,3319,0,0,0,0
446,581,Agropur Cooperative,1275 Lawrence Ave E,M3A 3P9,43.7407,-79.325,311511,Fluid Milk Mfg.,350,,Gabriel Manzanares,051-423-6404,Senior Environmental Manager,(514) 208-2553,,,24,Particulate Matter 2.5 (PM2.5),100,0,0,100,0,0,0,0
447,581,Agropur Cooperative,1275 Lawrence Ave E,M3A 3P9,43.7407,-79.325,311511,Fluid Milk Mfg.,350,,Gabriel Manzanares,051-423-6404,Senior Environmental Manager,(514) 208-2553,,,23,Nitrogen Oxides (NOx),2625,0,0,2625,0,0,0,0
448,593,Alfred Georgi,151 Tiffield Road,M1V 5M6,43.8165,-79.2575,326111,Plastics Bag Manufacturing,30,,Alfred Georgi,416-291-7410,Plant Manager,416-291-7410,,,24,Particulate Matter 2.5 (PM2.5),8,0,0,8,0,0,0,0
449,599,Teknion Limited,1150 Flint Road,M3J 2J5,43.7791,-79.4817,337214,Office Furniture (except Wood) Mfg.,585,,Mark Wagner,416-661-1577,VP Materials Purchasing And Fa,416-661-1577,2317,,25,Volatile Organic Compounds (VOCs) Total,0,0,1736,1736,0,0,0,0
450,608,Tekwood a Division of Teknion Canada Ltd,607 Canarctic Drive,M3J 2P9,43.7789,-79.4853,337213,Wood Office Furniture Mfg.,110,,Richard Wolfe,416-665-7802,VP  General Manager,416-665-7802,,416-665-5705,24,Particulate Matter 2.5 (PM2.5),1549,0,0,1549,0,0,0,0
451,26111,Bunge Loders Croklaan,195 Belfield Road,M9W 1G8,43.7008,-79.5803,311225,Fat & Oil Refining & Blending,28,,Aaron Edelbrock,416-243-2334,Environmental Manager,765-389-0024,,,24,Particulate Matter 2.5 (PM2.5),710,0,0,710,0,0,0,0
452,29273,Voyant Beauty Inc.,13 Bethridge Road,M9W 1M6,43.7086,-79.5674,325610,Soap & Cleaning Compound Mfg.,310,,Julio Santos,416-470-7400,EHS Manager,416-740-7400,391,,25,Volatile Organic Compounds (VOCs) Total,0,635100,0,1233,0,0,0,0
453,29274,Miller Concrete West Toronto,175 Bethridge Road,M9W 1N4,43.7068,-79.5855,327320,Ready-Mix Concrete Mfg.,6,,Andrew Bourne,416-743-6664,Sr Equipment Manager,647-221-0372,,,24,Particulate Matter 2.5 (PM2.5),668,0,0,668,0,0,0,0
454,29277,ICS Universal Drum Reconditioning GP INC.,110 Glen Scarlett Road,M6N 1P4,43.6739,-79.4768,811310,Commercial & Ind'l Mach. & Equip. R&M,40,,Steve Bond,416-763-1102,Operation manager,416-763-1102,,,24,Particulate Matter 2.5 (PM2.5),241,0,0,241,0,0,0,0
455,25498,RD Grodzinski Bakery Ltd,3437 Bathurst Street,M6A 2C3,43.7279,-79.4316,311811,Retail Bakeries,30,,Jonah Libman,416-789-0785,QC QA Compliance,416-789-0785,,,,,,,,,,,,
456,22277,Alton Windows And Doors Limited,155 Fenmar Drive,M9L 1M7,43.7605,-79.5513,332321,Metal Window & Door Mfg.,15,,John Paterra,416-749-8282,OwnerPresident,416-749-8282,,416-749-3094,,,,,,,,,,
457,25655,Universal Auto Body Shop,63 Crockford Blvd,M1R 3B7,43.7403,-79.288,811121,"Automotive Body, Paint & Interior R&M",3,,Satheeskaran Prasad,416-759-5010,owner,416-759-5010,,,,,,,,,,,,
458,24174,Quality Precision Crankshaft Co Ltd,93 Advance Road,M8Z 2T1,43.6354,-79.5214,332710,Machine Shops,3,,Sako Dernersesian,416-239-3561,President,416-239-3561,,,,,,,,,,,,
459,24248,The Printing House Ltd,18 York Street,M5J 2T8,43.6433,-79.3817,323114,Quick Printing,4,,Kevin McLaughlin,416-861-9310,Manager,416-861-9310,,,,,,,,,,,,
460,23057,The Printing House Limited Branch 073,217 Niagara St,M6J 2L2,43.6434,-79.4082,323119,Other Printing,6,,Shaun Frizzell,416-682-8979,General Manager,416-682-8979,,416-682-8981,,,,,,,,,,
461,24445,Roman Metal Fabricating Ltd,1155 Barmac Dr,M9L 1X4,43.7676,-79.5545,232390,Other Building Exterior Finishing Work,26,,Michael Colucci,416-744-2155,President,416-744-2155,,416-744-2155,,,,,,,,,,
462,25157,SSAB Central Inc.,1051 Tapscott Road,M1X 1A1,43.8249,-79.2424,331210,Iron & Steel Pipes & Tubes Mfg.,35,,Tim Smith,416-321-4949,Environmental Manager,563-381-5337,,563-381-5322,,,,,,,,,,
463,402,Utilicor Technologies Inc,49 Sheffield,M6M 3E5,43.7051,-79.4706,333120,Construction Machinery Mfg.,5,,Bogdan Lupu,416-391-3901,Controller,416-391-3901,,416-391-1400,,,,,,,,,,
464,98,Ward Funeral Home,2035 Weston Road,M9N 1X7,43.7015,-79.5212,812210,Funeral Homes,12,www.wardfuneralhome.com,Gord Galbraith,416-241-2388,Manager,416-241-4618,,,,,,,,,,,,
465,22340,Safedesign Apparel Ltd,34 Torlake  Crescent,M8Z 1B3,43.611,-79.5249,414110,Clothing & Clothing Accessories Whl.,11,,Mirka Andric,416-253-9122,Contoller,416-253-9122,,,,,,,,,,,,
466,23941,University Health Network Toronto Rehab University Centre,550 University Ave,M5G 2A2,43.6568,-79.3894,622111,General (exc. Paediatric) Hospitals,500,,Michael Kurz,416-597-3422,Director Env Compl Energy,416-456-7520,,,,,,,,,,,,
467,238,Eco II Manufacturing Inc,3391 McNicoll Ave,M1V 2V4,43.8208,-79.2602,326111,Plastics Bag Manufacturing,85,,Eric Lynes,416-292-0220,VP Operations,416-292-0220,,416-292-5435,,,,,,,,,,
468,25930,The Printing House Ltd. Branch 013,401 Adelaide St E,M5A 1N3,43.6524,-79.3676,323119,Other Printing,,,Robert LeClair,416-363-5273,Manager,416-363-5273,,,,,,,,,,,,
469,22895,Swiss Print International,37 Enterprise Road,M9W 1C4,43.6977,-79.5683,323119,Other Printing,23,,Kavita Hildenbrand,416-249-1961,Manager,416-249-1961,,416-249-3415,,,,,,,,,,
470,25148,LCC Ontario Inc,1361 Huntingwood Drive,M1S 3J1,43.7977,-79.2651,337110,Wood Kitchen Cabinet & Counter Top Mfg.,19,,Martin Chen,416-293-2088,President,416-293-2088,,,,,,,,,,,,
471,14495,Steeprock Discount Cleaners,850 Steeprock Dr,M3J 2X2,43.761,-79.4663,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),1,,Ed Yichak,416-638-5999,owner,416-638-5999,,,,,,,,,,,,
472,24139,Kewbeach Cleaners,1830 Queen St E,M4L 1G9,43.6682,-79.3085,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),5,,Cuong Hoa,416-699-3022,Owner,416-699-3022,,,,,,,,,,,,
473,24737,H & R Design Jewellery Ltd,27 Queen St E,M5C 2M6,43.6527,-79.3778,339910,Jewellery & Silverware Mfg.,11,,Raffi Libarian,416-365-9998,Manager,416-365-9998,,,,,,,,,,,,
474,23069,The Printing House Limited Branch 008,365 Evans Avenue,M8Z 1K2,43.6161,-79.523,323119,Other Printing,4,,Sebastian Lorusso,416-703-6936,Manager,416-703-6936,,416-253-5551,,,,,,,,,,
475,28,Drape Master,3678 St Clair Ave E,M1M 1T2,43.7192,-79.2495,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),20,,Don Mungal,416-264-2535,Owner,416-264-2535,,,,,,,,,,,,
476,23533,City Of Toronto High Level Pumping Station,235 Cottingham Street,M4V 1C7,43.6788,-79.4023,221310,Water Supply & Irrigation Systems,30,,Gary Thompson,416-392-8280,Area Supervisor,416-338-1070,,416-397-1433,,,,,,,,,,
477,24121,Conrex Steel Ltd,50 Taber Road,M9W 3A8,43.7178,-79.578,331221,Cold-Rolled Steel Shape Mfg.,26,,David Mcintyre,416-747-4665,Technical Consultant,416-747-4668,,416-747-4667,,,,,,,,,,
478,18781,Latitude,66 Lepage Crt,M3J 1Z9,43.7567,-79.4832,337110,Wood Kitchen Cabinet & Counter Top Mfg.,18,,Bill Di Cesare,416-638-8586,Vice President,416-638-8586,2976,,,,,,,,,,,
479,433,Flash Reproductions Ltd,51 Galaxy Boulvard,M9W 5P1,43.6828,-79.5896,323119,Other Printing,40,,David Gallant,416-742-1244,vice president,416-742-1244,,416-742-4571,,,,,,,,,,
480,23027,Mount Pleasant Cemetery Crematorium And Mausoleum,375 Mount Pleasant Road,M4T 2V8,43.6953,-79.3853,812220,Cemeteries & Crematoria,30,,Jamie Yoon,416-485-9129,General Counsel,416-540-8488,,,,,,,,,,,,
481,29282,NutriAg Ltd.,172 Belfield Road,M9W 1H1,43.7012,-79.5789,561910,Packaging & Labelling Services,,,Derek Williams,416-566-2399,Vice President Manufacturing,416-566-2399,,,16,Manganese and its compounds,0,17928,0,0,0,0,0,0
482,29299,ABCORP,15 Golden Gate Court,M1P 3A4,43.7713,-79.2644,323119,Other Printing,50,,Oualid El Ouadie,416-293-3842,Operations Manager,416-293-3842,,,25,Volatile Organic Compounds (VOCs) Total,1425,770,0,1425,0,0,0,0
483,621,Griffith Foods Limited,757 Pharmacy Avenue,M1L 3J8,43.7188,-79.2947,311990,All Other Food Mfg.,325,,Lee Barney,416-288-3050,Facilities and Eng Manager,416-908-2422,,,24,Particulate Matter 2.5 (PM2.5),4532,0,0,4532,0,0,0,0
484,20076,Prochilo Brothers Auto Collision,40 Midwest Rd,M1P 3A9,43.7538,-79.2662,811121,"Automotive Body, Paint & Interior R&M",7,,Frank Ieraci,416-769-1087,Owner President,416-755-7651,,,24,Particulate Matter 2.5 (PM2.5),211,0,0,211,0,0,0,0
485,20076,Prochilo Brothers Auto Collision,40 Midwest Rd,M1P 3A9,43.7538,-79.2662,811121,"Automotive Body, Paint & Interior R&M",7,,Frank Ieraci,416-769-1087,Owner President,416-755-7651,,,25,Volatile Organic Compounds (VOCs) Total,0,0,473,350,0,0,0,0
486,21937,Ashford Cleaners,535 Eglinton Ave West,M5N 1B1,43.7034,-79.4142,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),22,,Lucaino Accardi,416-322-3127,Manager,416-322-3127,,,24,Particulate Matter 2.5 (PM2.5),2,0,0,2,0,0,0,0
487,22020,Broadview Cleaners,936 Broadview Ave,M4K 2R1,43.6811,-79.3577,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,,Naser Ghanei,416-466-9736,Owner,416-466-9736,,,19,Tetrachloroethylene (Perchloroethylene),0,0,116,0,0,0,0,0
488,22137,The Home Door Inc,65 Wickware Gate,M1P 4Z1,43.7538,-79.2734,332321,Metal Window & Door Mfg.,4,,Logan Krish,416-282-5239,Manager,416-282-5239,,416-284-0843,25,Volatile Organic Compounds (VOCs) Total,0,0,267,267,0,0,0,0
489,22139,Mecon Industries Limited,17 Malley Rd,M1L 2E4,43.7208,-79.2832,339990,All Other Miscellaneous Mfg.,20,,David Foscarini,416-751-1901,President,416-751-1901,,416-751-6603,16,Manganese and its compounds,0,18,0,0,0,0,0,0
490,22281,Vision Coaters Canada Ltd,73 Penn Drive,M9L 2A6,43.7534,-79.5581,332810,"Coating, Engraving & Heat Treating Activities",35,,Michael Nguyen,416-746-2988,QA Manager,416-746-2988,,,25,Volatile Organic Compounds (VOCs) Total,0,0,1170,1170,0,0,0,0
491,22303,MOH Holdings Inc Faster Linen Service Ltd,89 Torlake Cres,M8Z 1B4,43.6137,-79.5254,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),140,,Mark Halberstadt,416-252-2030,OwnerManager,416-252-2030,,,23,Nitrogen Oxides (NOx),2403,0,0,2403,0,0,0,0
492,22657,Dental Services Group Of Toronto,572 Champagne Dr,M3J 2T9,43.7644,-79.4761,339110,Medical Equipment & Supplies Mfg.,28,,Glecy Viloria,416-654-6365,Administrator,416-654-6365,,416-654-2931,9,"Chromium, Non-Hexavalent and its compounds",0,0,0,0,0,0,0,0
493,22756,Del Monte Custom Cleaners Ltd,1124 The Queensway,M8Z 1P7,43.6227,-79.519,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),6,,Rinaldo DeMichele,416-259-5511,CEO,416-259-5511,,,23,Nitrogen Oxides (NOx),33,0,0,33,0,0,0,0
494,22807,PFC Flexible Circuits Limited,11 Canadian Road,M1R 5G1,43.7601,-79.2979,334410,Semiconductor & Electronic Component Mfg.,90,,Gus Trakas,416-750-8433,General Manager,416-750-8433,,,25,Volatile Organic Compounds (VOCs) Total,0,646,1204,1850,0,0,0,0
495,22894,George kelk Corporation,48 Lesmill Road,M3B 2T5,43.7576,-79.3557,335990,All Other Electrical Equip. & Component Mfg.,105,,Jeff Roberts,416-445-5850,Senior Director Global EHS,919-374-5810,,,18,Nickel and its compounds,0,3112,0,0,0,0,0,0
496,22922,City Of Toronto F J Horgan Water Treatment Plant,201 Copperfield Road,M1E 5G7,43.7631,-79.1565,221310,Water Supply & Irrigation Systems,30,,Ian Chin,416-392-2883,Water Treatment Plant Manager F,416-392-2572,,416-397-4974,23,Nitrogen Oxides (NOx),982,0,0,982,0,0,0,0
497,22933,Garyray Auto Collision Ltd,187 Toryork Dr,M9L 1X9,43.7601,-79.5583,811121,"Automotive Body, Paint & Interior R&M",15,,Sandro Perruzza,416-745-9300,General Manager,416-745-9300,,,24,Particulate Matter 2.5 (PM2.5),505,0,0,505,0,0,0,0
498,23054,KIK Operating Partnership,2000 Kipling Avenue,M9W 4J6,43.71,-79.5659,325610,Soap & Cleaning Compound Mfg.,298,,Kimberly Clark,416-740-7400,Manager Of EHS,416-740-7400,,,23,Nitrogen Oxides (NOx),672,0,0,672,0,0,0,0
499,23107,Cintas Canada limited,940 Warden Avenue,M1L 4C9,43.7322,-79.2894,812330,Linen & Uniform Supply,160,,Michael Labocha,416-751-4100,Env Engineer,647-468-7025,,,23,Nitrogen Oxides (NOx),1307,0,0,1307,0,0,0,0
500,23147,Cintas Canada limited,3370 Dundas Street West,M6S 2S1,43.6656,-79.4832,812330,Linen & Uniform Supply,161,,Michael Labocha,416-763-4400,Env Engineer,647-468-7025,,,24,Particulate Matter 2.5 (PM2.5),1000,0,0,1000,0,0,0,0
501,23158,Delsol Auto Collision Ltd,115 Toryork Drive,M9L 1X9,43.7566,-79.5516,811121,"Automotive Body, Paint & Interior R&M",6,,Michael Del Nibletto,416-746-1555,General Manager,416-746-1555,,416-746-1556,25,Volatile Organic Compounds (VOCs) Total,0,0,319,138,0,0,0,0
502,23174,Kilian Canada ULC,75 Torlake Crescent,M8Z 1B7,43.613,-79.5269,332991,Ball & Roller Bearing Mfg.,40,,Wolney Rodrigues,416-252-5936,Plant Manager,289-806-6579,,,16,Manganese and its compounds,0,6011,0,0,0,0,0,0
503,23213,Superior Auto Centre Ltd,228 Norseman Street,M8Z 2R4,43.632,-79.5289,811121,"Automotive Body, Paint & Interior R&M",7,,Daniel Tsatsos,416-236-1175,Manager,416-236-1175,,416-236-3610,25,Volatile Organic Compounds (VOCs) Total,0,0,813,423,0,0,0,0
504,23264,John's Unique Auto Body Ltd.,100 Union Street,M6N 3M9,43.6767,-79.4674,811121,"Automotive Body, Paint & Interior R&M",12,,Gary Santos,416-654-2868,Manager,416-654-2868,,416-654-5035,24,Particulate Matter 2.5 (PM2.5),300,0,0,300,0,0,0,0
505,23290,Assured Automotive,170 Toryork Drive,M9L 1X6,43.7592,-79.5566,811121,"Automotive Body, Paint & Interior R&M",15,,Kim Miller,416-742-3233,Director Env Health and Safety,877-743-7237,,,25,Volatile Organic Compounds (VOCs) Total,0,0,118,118,0,0,0,0
506,23297,Riverside Cemetery And Cremation Centre,1567 Royal York Rd,M9P 3C4,43.6965,-79.5328,812220,Cemeteries & Crematoria,6,,Jeramy Cochrane,416-241-0861,Vice President and GM,416-231-1462,,,17,Mercury and its compounds,0,2,0,2,0,0,0,0
507,23338,Network Materials  Resources Inc,31 Golden Gate Court,M1P 3A4,43.7714,-79.2642,562210,Waste Treatment & Disposal,1,,Mike Aston,416-299-0116,General Manager,416-299-0116,,416-299-9649,8,"Chromium, Hexavalent and its compounds",0,13697,0,0,0,0,0,0
508,23365,Scarborotown Dodge Chrysler,4960 Sheppard Ave E,M1S 4A7,43.7923,-79.2464,811121,"Automotive Body, Paint & Interior R&M",7,,Rick Kirk,416-298-7600,Manager,416-298-7600,,416-412-4401,25,Volatile Organic Compounds (VOCs) Total,0,0,716,593,0,0,0,0
509,23381,Ofir Machine Shop Limited,800 Petrolia Road,M3J 3K4,43.7796,-79.4888,332710,Machine Shops,7,,Ran Ofir,416-661-4566,VP Of Operations,416-661-4566,,416-661-1474,16,Manganese and its compounds,0,181,0,0,0,0,0,0
510,23442,Downtown Acura,370 King Street East,M5A 1K9,43.6537,-79.3615,811121,"Automotive Body, Paint & Interior R&M",15,,LAWRENCE DIMITRIEV,416-777-1880,Manager,416-363-1688,,416-777-0188,24,Particulate Matter 2.5 (PM2.5),253,0,0,253,0,0,0,0
511,23458,AccuForm Machine Tool CoLtd,52 Carrier Dr,M9W 5S5,43.7384,-79.6085,331221,Cold-Rolled Steel Shape Mfg.,5,,Blake Spasoski,416-798-0980,President,416-798-0980,,416-798-0550,16,Manganese and its compounds,0,134,0,0,0,0,0,0
512,23514,SC Electric Canada Ltd,90 Belfield Road,M9W 1G4,43.703,-79.5713,335315,"Switchgear, Relay & Industrial Control Mfg.",360,,Laura Cudizio,416-249-9171,Manager Health Safety Envt,416-249-9171,3288,,18,Nickel and its compounds,0,10025,0,0,0,0,0,0
513,23514,SC Electric Canada Ltd,90 Belfield Road,M9W 1G4,43.703,-79.5713,335315,"Switchgear, Relay & Industrial Control Mfg.",360,,Laura Cudizio,416-249-9171,Manager Health Safety Envt,416-249-9171,3288,,25,Volatile Organic Compounds (VOCs) Total,58,7745,0,7803,0,0,0,0
